stringa cercata;limite shared mem;thread per blocco;blocchi per SM;ripetizione;dimensione file;throughput
unevenstring;64;96;1;6;7000;49261959731,54
unevenstring;64;96;1;7;7000;49261959731,54
unevenstring;64;96;1;8;7000;49594810810,81
unevenstring;64;96;1;9;7000;49261959731,54
unevenstring;64;96;1;10;7000;48933546666,67
unevenstring;64;96;1;11;7000;48933546666,67
unevenstring;64;96;1;12;7000;49261959731,54
unevenstring;64;96;1;13;7000;49261959731,54
unevenstring;64;96;1;14;7000;49261959731,54
unevenstring;64;96;1;15;7000;49261959731,54
unevenstring;64;96;1;16;7000;49261959731,54
unevenstring;64;96;1;17;7000;48933546666,67
unevenstring;64;96;1;18;7000;48933546666,67
unevenstring;64;96;1;19;7000;48933546666,67
unevenstring;64;96;1;20;7000;49932190476,19
unevenstring;64;96;1;21;7000;49594810810,81
unevenstring;64;96;1;22;7000;49261959731,54
unevenstring;64;96;1;23;7000;48933546666,67
unevenstring;64;96;1;24;7000;48609483443,71
unevenstring;64;96;1;25;7000;48609483443,71
unevenstring;64;96;1;26;7000;49594810810,81
unevenstring;64;96;1;27;7000;49932190476,19
unevenstring;64;96;1;28;7000;49261959731,54
unevenstring;64;96;1;29;7000;49261959731,54
unevenstring;64;96;1;30;7000;48933546666,67
unevenstring;64;128;1;1;7000;48933546666,67
unevenstring;64;128;1;2;7000;49594810810,81
unevenstring;64;128;1;3;7000;49932190476,19
unevenstring;64;128;1;4;7000;49932190476,19
unevenstring;64;128;1;5;7000;49594810810,81
unevenstring;64;128;1;6;7000;49261959731,54
unevenstring;64;128;1;7;7000;48933546666,67
unevenstring;64;128;1;8;7000;49261959731,54
unevenstring;64;128;1;9;7000;49594810810,81
unevenstring;64;128;1;10;7000;49932190476,19
unevenstring;64;128;1;11;7000;49594810810,81
unevenstring;64;128;1;12;7000;49594810810,81
unevenstring;64;128;1;13;7000;49261959731,54
unevenstring;64;128;1;14;7000;49261959731,54
unevenstring;64;128;1;15;7000;49261959731,54
unevenstring;64;128;1;16;7000;49594810810,81
unevenstring;64;128;1;17;7000;49594810810,81
unevenstring;64;128;1;18;7000;49594810810,81
unevenstring;64;128;1;19;7000;49261959731,54
unevenstring;64;128;1;20;7000;49261959731,54
unevenstring;64;128;1;21;7000;49261959731,54
unevenstring;64;128;1;22;7000;49594810810,81
unevenstring;64;128;1;23;7000;49932190476,19
unevenstring;64;128;1;24;7000;49932190476,19
unevenstring;64;128;1;25;7000;49594810810,81
unevenstring;64;128;1;26;7000;49261959731,54
unevenstring;64;128;1;27;7000;49261959731,54
unevenstring;64;128;1;28;7000;49261959731,54
unevenstring;64;128;1;29;7000;49261959731,54
unevenstring;64;128;1;30;7000;49594810810,81
unevenstring;64;160;1;1;7000;47662545454,55
unevenstring;64;160;1;2;7000;47355045161,29
unevenstring;64;160;1;3;7000;47355045161,29
unevenstring;64;160;1;4;7000;47355045161,29
unevenstring;64;160;1;5;7000;47355045161,29
unevenstring;64;160;1;6;7000;47662545454,55
unevenstring;64;160;1;7;7000;47662545454,55
unevenstring;64;160;1;8;7000;47355045161,29
unevenstring;64;160;1;9;7000;47355045161,29
unevenstring;64;160;1;10;7000;47355045161,29
unevenstring;64;160;1;11;7000;47662545454,55
unevenstring;64;160;1;12;7000;47662545454,55
unevenstring;64;160;1;13;7000;47662545454,55
unevenstring;64;160;1;14;7000;47662545454,55
unevenstring;64;160;1;15;7000;47355045161,29
unevenstring;64;160;1;16;7000;47355045161,29
unevenstring;64;160;1;17;7000;47355045161,29
unevenstring;64;160;1;18;7000;47355045161,29
unevenstring;64;160;1;19;7000;47662545454,55
unevenstring;64;160;1;20;7000;47662545454,55
unevenstring;64;160;1;21;7000;47355045161,29
unevenstring;64;160;1;22;7000;47355045161,29
unevenstring;64;160;1;23;7000;47355045161,29
unevenstring;64;160;1;24;7000;47662545454,55
unevenstring;64;160;1;25;7000;47355045161,29
unevenstring;64;160;1;26;7000;47662545454,55
unevenstring;64;160;1;27;7000;47662545454,55
unevenstring;64;160;1;28;7000;47662545454,55
unevenstring;64;160;1;29;7000;47662545454,55
unevenstring;64;160;1;30;7000;48289684210,53
unevenstring;64;192;1;1;7000;49932190476,19
unevenstring;64;192;1;2;7000;49594810810,81
unevenstring;64;192;1;3;7000;48933546666,67
unevenstring;64;192;1;4;7000;48609483443,71
unevenstring;64;192;1;5;7000;48289684210,53
unevenstring;64;192;1;6;7000;48289684210,53
unevenstring;64;192;1;7;7000;48609483443,71
unevenstring;64;192;1;8;7000;49261959731,54
unevenstring;64;192;1;9;7000;48933546666,67
unevenstring;64;192;1;10;7000;48933546666,67
unevenstring;64;192;1;11;7000;48933546666,67
unevenstring;64;192;1;12;7000;48609483443,71
unevenstring;64;192;1;13;7000;48609483443,71
unevenstring;64;192;1;14;7000;49261959731,54
unevenstring;64;192;1;15;7000;49261959731,54
unevenstring;64;192;1;16;7000;49261959731,54
unevenstring;64;192;1;17;7000;48933546666,67
unevenstring;64;192;1;18;7000;48933546666,67
unevenstring;64;192;1;19;7000;48933546666,67
unevenstring;64;192;1;20;7000;48933546666,67
unevenstring;64;192;1;21;7000;48933546666,67
unevenstring;64;192;1;22;7000;48933546666,67
unevenstring;64;192;1;23;7000;48933546666,67
unevenstring;64;192;1;24;7000;48933546666,67
unevenstring;64;192;1;25;7000;48933546666,67
unevenstring;64;192;1;26;7000;48933546666,67
unevenstring;64;192;1;27;7000;48933546666,67
unevenstring;64;192;1;28;7000;48933546666,67
unevenstring;64;192;1;29;7000;48933546666,67
unevenstring;64;192;1;30;7000;48933546666,67
unevenstring;64;224;1;1;7000;45308839506,17
unevenstring;64;224;1;2;7000;45590260869,57
unevenstring;64;224;1;3;7000;46163723270,44
unevenstring;64;224;1;4;7000;46751796178,34
unevenstring;64;224;1;5;7000;46751796178,34
unevenstring;64;224;1;6;7000;47974065359,48
unevenstring;64;224;1;7;7000;47051487179,49
unevenstring;64;224;1;8;7000;46751796178,34
unevenstring;64;224;1;9;7000;46751796178,34
unevenstring;64;224;1;10;7000;46751796178,34
unevenstring;64;224;1;11;7000;45590260869,57
unevenstring;64;224;1;12;7000;46751796178,34
unevenstring;64;224;1;13;7000;47051487179,49
unevenstring;64;224;1;14;7000;47051487179,49
unevenstring;64;224;1;15;7000;47355045161,29
unevenstring;64;224;1;16;7000;47051487179,49
unevenstring;64;224;1;17;7000;46751796178,34
unevenstring;64;224;1;18;7000;47355045161,29
unevenstring;64;224;1;19;7000;46751796178,34
unevenstring;64;224;1;20;7000;46751796178,34
unevenstring;64;224;1;21;7000;47051487179,49
unevenstring;64;224;1;22;7000;46455898734,18
unevenstring;64;224;1;23;7000;47051487179,49
unevenstring;64;224;1;24;7000;47355045161,29
unevenstring;64;224;1;25;7000;47051487179,49
unevenstring;64;224;1;26;7000;46751796178,34
unevenstring;64;224;1;27;7000;46751796178,34
unevenstring;64;224;1;28;7000;45875200000,00
unevenstring;64;224;1;29;7000;46455898734,18
unevenstring;64;224;1;30;7000;47051487179,49
unevenstring;64;256;1;1;7000;50620910344,83
unevenstring;64;256;1;2;7000;50274191780,82
unevenstring;64;256;1;3;7000;50274191780,82
unevenstring;64;256;1;4;7000;49594810810,81
unevenstring;64;256;1;5;7000;49594810810,81
unevenstring;64;256;1;6;7000;50274191780,82
unevenstring;64;256;1;7;7000;50620910344,83
unevenstring;64;256;1;8;7000;50620910344,83
unevenstring;64;256;1;9;7000;50972444444,44
unevenstring;64;256;1;10;7000;50620910344,83
unevenstring;64;256;1;11;7000;49932190476,19
unevenstring;64;256;1;12;7000;50274191780,82
unevenstring;64;256;1;13;7000;50274191780,82
unevenstring;64;256;1;14;7000;49932190476,19
unevenstring;64;256;1;15;7000;49932190476,19
unevenstring;64;256;1;16;7000;49932190476,19
unevenstring;64;256;1;17;7000;51328895104,90
unevenstring;64;256;1;18;7000;50620910344,83
unevenstring;64;256;1;19;7000;50274191780,82
unevenstring;64;256;1;20;7000;49932190476,19
unevenstring;64;256;1;21;7000;49594810810,81
unevenstring;64;256;1;22;7000;48933546666,67
unevenstring;64;256;1;23;7000;50972444444,44
unevenstring;64;256;1;24;7000;50620910344,83
unevenstring;64;256;1;25;7000;50620910344,83
unevenstring;64;256;1;26;7000;50274191780,82
unevenstring;64;256;1;27;7000;49932190476,19
unevenstring;64;256;1;28;7000;49261959731,54
unevenstring;64;256;1;29;7000;50274191780,82
unevenstring;64;256;1;30;7000;52056964539,01
unevenstring;64;288;1;1;7000;48609483443,71
unevenstring;64;288;1;2;7000;47974065359,48
unevenstring;64;288;1;3;7000;47662545454,55
unevenstring;64;288;1;4;7000;47051487179,49
unevenstring;64;288;1;5;7000;46455898734,18
unevenstring;64;288;1;6;7000;47662545454,55
unevenstring;64;288;1;7;7000;48289684210,53
unevenstring;64;288;1;8;7000;47974065359,48
unevenstring;64;288;1;9;7000;47662545454,55
unevenstring;64;288;1;10;7000;47355045161,29
unevenstring;64;288;1;11;7000;47051487179,49
unevenstring;64;288;1;12;7000;47355045161,29
unevenstring;64;288;1;13;7000;47974065359,48
unevenstring;64;288;1;14;7000;47974065359,48
unevenstring;64;288;1;15;7000;47974065359,48
unevenstring;64;288;1;16;7000;47355045161,29
unevenstring;64;288;1;17;7000;47051487179,49
unevenstring;64;288;1;18;7000;47355045161,29
unevenstring;64;288;1;19;7000;47974065359,48
unevenstring;64;288;1;20;7000;47974065359,48
unevenstring;64;288;1;21;7000;47974065359,48
unevenstring;64;288;1;22;7000;47662545454,55
unevenstring;64;288;1;23;7000;47355045161,29
unevenstring;64;288;1;24;7000;47355045161,29
unevenstring;64;288;1;25;7000;47662545454,55
unevenstring;64;288;1;26;7000;47974065359,48
unevenstring;64;288;1;27;7000;47974065359,48
unevenstring;64;288;1;28;7000;47662545454,55
unevenstring;64;288;1;29;7000;47355045161,29
unevenstring;64;288;1;30;7000;47355045161,29
unevenstring;64;320;1;1;7000;44217060240,96
unevenstring;64;320;1;2;7000;44485042424,24
unevenstring;64;320;1;3;7000;44485042424,24
unevenstring;64;320;1;4;7000;44217060240,96
unevenstring;64;320;1;5;7000;43952287425,15
unevenstring;64;320;1;6;7000;43690666666,67
unevenstring;64;320;1;7;7000;44217060240,96
unevenstring;64;320;1;8;7000;44485042424,24
unevenstring;64;320;1;9;7000;45030871165,64
unevenstring;64;320;1;10;7000;45030871165,64
unevenstring;64;320;1;11;7000;44485042424,24
unevenstring;64;320;1;12;7000;44217060240,96
unevenstring;64;320;1;13;7000;44217060240,96
unevenstring;64;320;1;14;7000;42184091954,02
unevenstring;64;320;1;15;7000;45308839506,17
unevenstring;64;320;1;16;7000;45590260869,57
unevenstring;64;320;1;17;7000;45030871165,64
unevenstring;64;320;1;18;7000;44217060240,96
unevenstring;64;320;1;19;7000;43432142011,83
unevenstring;64;320;1;20;7000;41469107344,63
unevenstring;64;320;1;21;7000;44756292682,93
unevenstring;64;320;1;22;7000;45308839506,17
unevenstring;64;320;1;23;7000;45308839506,17
unevenstring;64;320;1;24;7000;44756292682,93
unevenstring;64;320;1;25;7000;42924163742,69
unevenstring;64;320;1;26;7000;42427930635,84
unevenstring;64;320;1;27;7000;44485042424,24
unevenstring;64;320;1;28;7000;45030871165,64
unevenstring;64;320;1;29;7000;45030871165,64
unevenstring;64;320;1;30;7000;44217060240,96
unevenstring;64;352;1;1;7000;45875200000,00
unevenstring;64;352;1;2;7000;45875200000,00
unevenstring;64;352;1;3;7000;47355045161,29
unevenstring;64;352;1;4;7000;47662545454,55
unevenstring;64;352;1;5;7000;47974065359,48
unevenstring;64;352;1;6;7000;47355045161,29
unevenstring;64;352;1;7;7000;46163723270,44
unevenstring;64;352;1;8;7000;46163723270,44
unevenstring;64;352;1;9;7000;47051487179,49
unevenstring;64;352;1;10;7000;47355045161,29
unevenstring;64;352;1;11;7000;47662545454,55
unevenstring;64;352;1;12;7000;47355045161,29
unevenstring;64;352;1;13;7000;46455898734,18
unevenstring;64;352;1;14;7000;46163723270,44
unevenstring;64;352;1;15;7000;46751796178,34
unevenstring;64;352;1;16;7000;47355045161,29
unevenstring;64;352;1;17;7000;47662545454,55
unevenstring;64;352;1;18;7000;47355045161,29
unevenstring;64;352;1;19;7000;46751796178,34
unevenstring;64;352;1;20;7000;46455898734,18
unevenstring;64;352;1;21;7000;46751796178,34
unevenstring;64;352;1;22;7000;47051487179,49
unevenstring;64;352;1;23;7000;45875200000,00
unevenstring;64;352;1;24;7000;48289684210,53
unevenstring;64;352;1;25;7000;47355045161,29
unevenstring;64;352;1;26;7000;46751796178,34
unevenstring;64;352;1;27;7000;46751796178,34
unevenstring;64;352;1;28;7000;45590260869,57
unevenstring;64;352;1;29;7000;46751796178,34
unevenstring;64;352;1;30;7000;47974065359,48
unevenstring;64;384;1;1;7000;49594810810,81
unevenstring;64;384;1;2;7000;48933546666,67
unevenstring;64;384;1;3;7000;48609483443,71
unevenstring;64;384;1;4;7000;47974065359,48
unevenstring;64;384;1;5;7000;47974065359,48
unevenstring;64;384;1;6;7000;49261959731,54
unevenstring;64;384;1;7;7000;49261959731,54
unevenstring;64;384;1;8;7000;48933546666,67
unevenstring;64;384;1;9;7000;48933546666,67
unevenstring;64;384;1;10;7000;48289684210,53
unevenstring;64;384;1;11;7000;48289684210,53
unevenstring;64;384;1;12;7000;48609483443,71
unevenstring;64;384;1;13;7000;49261959731,54
unevenstring;64;384;1;14;7000;49261959731,54
unevenstring;64;384;1;15;7000;49261959731,54
unevenstring;64;384;1;16;7000;48609483443,71
unevenstring;64;384;1;17;7000;48289684210,53
unevenstring;64;384;1;18;7000;48609483443,71
unevenstring;64;384;1;19;7000;48933546666,67
unevenstring;64;384;1;20;7000;49261959731,54
unevenstring;64;384;1;21;7000;49261959731,54
unevenstring;64;384;1;22;7000;48933546666,67
unevenstring;64;384;1;23;7000;48609483443,71
unevenstring;64;384;1;24;7000;48289684210,53
unevenstring;64;384;1;25;7000;48933546666,67
unevenstring;64;384;1;26;7000;48933546666,67
unevenstring;64;384;1;27;7000;49261959731,54
unevenstring;64;384;1;28;7000;49261959731,54
unevenstring;64;384;1;29;7000;48609483443,71
unevenstring;64;384;1;30;7000;48609483443,71
unevenstring;80;32;1;1;7000;19315873684,21
unevenstring;80;32;1;2;7000;19366839050,13
unevenstring;80;32;1;3;7000;19366839050,13
unevenstring;80;32;1;4;7000;19366839050,13
unevenstring;80;32;1;5;7000;19366839050,13
unevenstring;80;32;1;6;7000;19366839050,13
unevenstring;80;32;1;7;7000;19366839050,13
unevenstring;80;32;1;8;7000;19366839050,13
unevenstring;80;32;1;9;7000;19366839050,13
unevenstring;80;32;1;10;7000;19366839050,13
unevenstring;80;32;1;11;7000;19366839050,13
unevenstring;80;32;1;12;7000;19366839050,13
unevenstring;80;32;1;13;7000;19366839050,13
unevenstring;80;32;1;14;7000;19366839050,13
unevenstring;80;32;1;15;7000;19366839050,13
unevenstring;80;32;1;16;7000;19366839050,13
unevenstring;80;32;1;17;7000;19366839050,13
unevenstring;80;32;1;18;7000;19366839050,13
unevenstring;80;32;1;19;7000;19366839050,13
unevenstring;80;32;1;20;7000;19366839050,13
unevenstring;80;32;1;21;7000;19366839050,13
unevenstring;80;32;1;22;7000;19366839050,13
unevenstring;80;32;1;23;7000;19366839050,13
unevenstring;80;32;1;24;7000;19366839050,13
unevenstring;80;32;1;25;7000;19366839050,13
unevenstring;80;32;1;26;7000;19366839050,13
unevenstring;80;32;1;27;7000;19366839050,13
unevenstring;80;32;1;28;7000;19315873684,21
unevenstring;80;32;1;29;7000;19366839050,13
unevenstring;80;32;1;30;7000;19366839050,13
unevenstring;80;64;1;1;7000;47662545454,55
unevenstring;80;64;1;2;7000;45875200000,00
unevenstring;80;64;1;3;7000;45308839506,17
unevenstring;80;64;1;4;7000;45308839506,17
unevenstring;80;64;1;5;7000;45590260869,57
unevenstring;80;64;1;6;7000;45875200000,00
unevenstring;80;64;1;7;7000;46751796178,34
unevenstring;80;64;1;8;7000;46163723270,44
unevenstring;80;64;1;9;7000;45590260869,57
unevenstring;80;64;1;10;7000;45308839506,17
unevenstring;80;64;1;11;7000;45308839506,17
unevenstring;80;64;1;12;7000;45875200000,00
unevenstring;80;64;1;13;7000;46163723270,44
unevenstring;80;64;1;14;7000;45875200000,00
unevenstring;80;64;1;15;7000;45590260869,57
unevenstring;80;64;1;16;7000;45308839506,17
unevenstring;80;64;1;17;7000;45308839506,17
unevenstring;80;64;1;18;7000;45590260869,57
unevenstring;80;64;1;19;7000;45875200000,00
unevenstring;80;64;1;20;7000;45875200000,00
unevenstring;80;64;1;21;7000;45590260869,57
unevenstring;80;64;1;22;7000;45875200000,00
unevenstring;80;64;1;23;7000;45875200000,00
unevenstring;80;64;1;24;7000;45875200000,00
unevenstring;80;64;1;25;7000;45875200000,00
unevenstring;80;64;1;26;7000;45875200000,00
unevenstring;80;64;1;27;7000;44756292682,93
unevenstring;80;64;1;28;7000;45590260869,57
unevenstring;80;64;1;29;7000;45590260869,57
unevenstring;80;64;1;30;7000;45875200000,00
unevenstring;80;96;1;1;7000;49261959731,54
unevenstring;80;96;1;2;7000;48933546666,67
unevenstring;80;96;1;3;7000;48609483443,71
unevenstring;80;96;1;4;7000;48933546666,67
unevenstring;80;96;1;5;7000;48933546666,67
unevenstring;80;96;1;6;7000;49594810810,81
unevenstring;80;96;1;7;7000;49594810810,81
unevenstring;80;96;1;8;7000;49594810810,81
unevenstring;80;96;1;9;7000;49594810810,81
unevenstring;80;96;1;10;7000;48933546666,67
unevenstring;80;96;1;11;7000;48933546666,67
unevenstring;80;96;1;12;7000;48933546666,67
unevenstring;80;96;1;13;7000;48933546666,67
unevenstring;80;96;1;14;7000;48933546666,67
unevenstring;80;96;1;15;7000;49261959731,54
unevenstring;80;96;1;16;7000;49261959731,54
unevenstring;80;96;1;17;7000;48933546666,67
unevenstring;80;96;1;18;7000;48933546666,67
unevenstring;80;96;1;19;7000;48933546666,67
unevenstring;80;96;1;20;7000;48933546666,67
unevenstring;80;96;1;21;7000;49261959731,54
unevenstring;80;96;1;22;7000;49261959731,54
unevenstring;80;96;1;23;7000;49261959731,54
unevenstring;80;96;1;24;7000;49261959731,54
unevenstring;80;96;1;25;7000;48933546666,67
unevenstring;80;96;1;26;7000;48933546666,67
unevenstring;80;96;1;27;7000;48933546666,67
unevenstring;80;96;1;28;7000;48933546666,67
unevenstring;80;96;1;29;7000;49261959731,54
unevenstring;80;96;1;30;7000;49261959731,54
unevenstring;80;128;1;1;7000;49261959731,54
unevenstring;80;128;1;2;7000;49261959731,54
unevenstring;80;128;1;3;7000;49261959731,54
unevenstring;80;128;1;4;7000;49261959731,54
unevenstring;80;128;1;5;7000;49261959731,54
unevenstring;80;128;1;6;7000;49932190476,19
unevenstring;80;128;1;7;7000;49932190476,19
unevenstring;80;128;1;8;7000;49594810810,81
unevenstring;80;128;1;9;7000;49261959731,54
unevenstring;80;128;1;10;7000;49261959731,54
unevenstring;80;128;1;11;7000;48933546666,67
unevenstring;80;128;1;12;7000;48933546666,67
unevenstring;80;128;1;13;7000;49261959731,54
unevenstring;80;128;1;14;7000;49594810810,81
unevenstring;80;128;1;15;7000;49594810810,81
unevenstring;80;128;1;16;7000;49594810810,81
unevenstring;80;128;1;17;7000;49261959731,54
unevenstring;80;128;1;18;7000;48933546666,67
unevenstring;80;128;1;19;7000;49261959731,54
unevenstring;80;128;1;20;7000;49261959731,54
unevenstring;80;128;1;21;7000;49594810810,81
unevenstring;80;128;1;22;7000;49594810810,81
unevenstring;80;128;1;23;7000;49594810810,81
unevenstring;80;128;1;24;7000;49261959731,54
unevenstring;80;128;1;25;7000;49594810810,81
unevenstring;80;128;1;26;7000;49261959731,54
unevenstring;80;128;1;27;7000;48933546666,67
unevenstring;80;128;1;28;7000;49261959731,54
unevenstring;80;128;1;29;7000;49261959731,54
unevenstring;80;128;1;30;7000;49261959731,54
unevenstring;80;160;1;1;7000;47051487179,49
unevenstring;80;160;1;2;7000;47355045161,29
unevenstring;80;160;1;3;7000;47051487179,49
unevenstring;80;160;1;4;7000;47355045161,29
unevenstring;80;160;1;5;7000;47051487179,49
unevenstring;80;160;1;6;7000;47051487179,49
unevenstring;80;160;1;7;7000;47355045161,29
unevenstring;80;160;1;8;7000;47355045161,29
unevenstring;80;160;1;9;7000;47051487179,49
unevenstring;80;160;1;10;7000;47355045161,29
unevenstring;80;160;1;11;7000;47355045161,29
unevenstring;80;160;1;12;7000;47355045161,29
unevenstring;80;160;1;13;7000;47355045161,29
unevenstring;80;160;1;14;7000;47355045161,29
unevenstring;80;160;1;15;7000;47355045161,29
unevenstring;80;160;1;16;7000;47355045161,29
unevenstring;80;160;1;17;7000;47051487179,49
unevenstring;80;160;1;18;7000;47355045161,29
unevenstring;80;160;1;19;7000;47051487179,49
unevenstring;80;160;1;20;7000;47355045161,29
unevenstring;80;160;1;21;7000;47355045161,29
unevenstring;80;160;1;22;7000;47355045161,29
unevenstring;80;160;1;23;7000;47355045161,29
unevenstring;80;160;1;24;7000;47355045161,29
unevenstring;80;160;1;25;7000;47051487179,49
unevenstring;80;160;1;26;7000;47051487179,49
unevenstring;80;160;1;27;7000;47662545454,55
unevenstring;80;160;1;28;7000;47355045161,29
unevenstring;80;160;1;29;7000;47355045161,29
unevenstring;80;160;1;30;7000;47662545454,55
unevenstring;80;192;1;1;7000;48933546666,67
unevenstring;80;192;1;2;7000;48289684210,53
unevenstring;80;192;1;3;7000;48609483443,71
unevenstring;80;192;1;4;7000;47662545454,55
unevenstring;80;192;1;5;7000;49932190476,19
unevenstring;80;192;1;6;7000;49594810810,81
unevenstring;80;192;1;7;7000;49261959731,54
unevenstring;80;192;1;8;7000;48933546666,67
unevenstring;80;192;1;9;7000;48289684210,53
unevenstring;80;192;1;10;7000;48609483443,71
unevenstring;80;192;1;11;7000;49261959731,54
unevenstring;80;192;1;12;7000;48933546666,67
unevenstring;80;192;1;13;7000;48609483443,71
unevenstring;80;192;1;14;7000;47662545454,55
unevenstring;80;192;1;15;7000;47051487179,49
unevenstring;80;192;1;16;7000;47355045161,29
unevenstring;80;192;1;17;7000;47974065359,48
unevenstring;80;192;1;18;7000;48289684210,53
unevenstring;80;192;1;19;7000;48609483443,71
unevenstring;80;192;1;20;7000;47974065359,48
unevenstring;80;192;1;21;7000;47662545454,55
unevenstring;80;192;1;22;7000;47662545454,55
unevenstring;80;192;1;23;7000;48289684210,53
unevenstring;80;192;1;24;7000;49594810810,81
unevenstring;80;192;1;25;7000;49932190476,19
unevenstring;80;192;1;26;7000;50274191780,82
unevenstring;80;192;1;27;7000;49594810810,81
unevenstring;80;192;1;28;7000;49594810810,81
unevenstring;80;192;1;29;7000;45590260869,57
unevenstring;80;192;1;30;7000;47355045161,29
unevenstring;80;224;1;1;7000;47355045161,29
unevenstring;80;224;1;2;7000;46751796178,34
unevenstring;80;224;1;3;7000;46455898734,18
unevenstring;80;224;1;4;7000;46455898734,18
unevenstring;80;224;1;5;7000;42184091954,02
unevenstring;80;224;1;6;7000;43690666666,67
unevenstring;80;224;1;7;7000;47051487179,49
unevenstring;80;224;1;8;7000;47355045161,29
unevenstring;80;224;1;9;7000;47355045161,29
unevenstring;80;224;1;10;7000;45875200000,00
unevenstring;80;224;1;11;7000;44756292682,93
unevenstring;80;224;1;12;7000;44485042424,24
unevenstring;80;224;1;13;7000;46751796178,34
unevenstring;80;224;1;14;7000;46751796178,34
unevenstring;80;224;1;15;7000;47051487179,49
unevenstring;80;224;1;16;7000;45030871165,64
unevenstring;80;224;1;17;7000;44756292682,93
unevenstring;80;224;1;18;7000;46163723270,44
unevenstring;80;224;1;19;7000;45875200000,00
unevenstring;80;224;1;20;7000;46751796178,34
unevenstring;80;224;1;21;7000;45875200000,00
unevenstring;80;224;1;22;7000;45590260869,57
unevenstring;80;224;1;23;7000;43176658823,53
unevenstring;80;224;1;24;7000;45875200000,00
unevenstring;80;224;1;25;7000;46455898734,18
unevenstring;80;224;1;26;7000;46455898734,18
unevenstring;80;224;1;27;7000;46455898734,18
unevenstring;80;224;1;28;7000;46751796178,34
unevenstring;80;224;1;29;7000;46163723270,44
unevenstring;80;224;1;30;7000;46455898734,18
unevenstring;80;256;1;1;7000;50972444444,44
unevenstring;80;256;1;2;7000;50620910344,83
unevenstring;80;256;1;3;7000;49594810810,81
unevenstring;80;256;1;4;7000;49932190476,19
unevenstring;80;256;1;5;7000;50274191780,82
unevenstring;80;256;1;6;7000;49594810810,81
unevenstring;80;256;1;7;7000;49932190476,19
unevenstring;80;256;1;8;7000;50620910344,83
unevenstring;80;256;1;9;7000;50620910344,83
unevenstring;80;256;1;10;7000;51690366197,18
unevenstring;80;256;1;11;7000;50972444444,44
unevenstring;80;256;1;12;7000;50620910344,83
unevenstring;80;256;1;13;7000;51690366197,18
unevenstring;80;256;1;14;7000;51328895104,90
unevenstring;80;256;1;15;7000;52428800000,00
unevenstring;80;256;1;16;7000;50620910344,83
unevenstring;80;256;1;17;7000;52056964539,01
unevenstring;80;256;1;18;7000;52056964539,01
unevenstring;80;256;1;19;7000;51690366197,18
unevenstring;80;256;1;20;7000;47051487179,49
unevenstring;80;256;1;21;7000;47662545454,55
unevenstring;80;256;1;22;7000;47051487179,49
unevenstring;80;256;1;23;7000;51328895104,90
unevenstring;80;256;1;24;7000;52056964539,01
unevenstring;80;256;1;25;7000;52056964539,01
unevenstring;80;256;1;26;7000;49932190476,19
unevenstring;80;256;1;27;7000;48933546666,67
unevenstring;80;256;1;28;7000;47974065359,48
unevenstring;80;256;1;29;7000;49932190476,19
unevenstring;80;256;1;30;7000;50972444444,44
unevenstring;80;288;1;1;7000;48609483443,71
unevenstring;80;288;1;2;7000;48609483443,71
unevenstring;80;288;1;3;7000;47051487179,49
unevenstring;80;288;1;4;7000;46751796178,34
unevenstring;80;288;1;5;7000;46163723270,44
unevenstring;80;288;1;6;7000;45308839506,17
unevenstring;80;288;1;7;7000;45030871165,64
unevenstring;80;288;1;8;7000;47974065359,48
unevenstring;80;288;1;9;7000;47355045161,29
unevenstring;80;288;1;10;7000;47355045161,29
unevenstring;80;288;1;11;7000;47974065359,48
unevenstring;80;288;1;12;7000;47355045161,29
unevenstring;80;288;1;13;7000;46751796178,34
unevenstring;80;288;1;14;7000;47355045161,29
unevenstring;80;288;1;15;7000;47662545454,55
unevenstring;80;288;1;16;7000;47662545454,55
unevenstring;80;288;1;17;7000;47662545454,55
unevenstring;80;288;1;18;7000;47355045161,29
unevenstring;80;288;1;19;7000;47051487179,49
unevenstring;80;288;1;20;7000;47355045161,29
unevenstring;80;288;1;21;7000;47355045161,29
unevenstring;80;288;1;22;7000;47662545454,55
unevenstring;80;288;1;23;7000;47662545454,55
unevenstring;80;288;1;24;7000;47355045161,29
unevenstring;80;288;1;25;7000;47355045161,29
unevenstring;80;288;1;26;7000;47355045161,29
unevenstring;80;288;1;27;7000;47355045161,29
unevenstring;80;288;1;28;7000;47355045161,29
unevenstring;80;288;1;29;7000;47662545454,55
unevenstring;80;288;1;30;7000;47662545454,55
unevenstring;80;320;1;1;7000;43952287425,15
unevenstring;80;320;1;2;7000;43952287425,15
unevenstring;80;320;1;3;7000;43690666666,67
unevenstring;80;320;1;4;7000;43952287425,15
unevenstring;80;320;1;5;7000;44217060240,96
unevenstring;80;320;1;6;7000;44217060240,96
unevenstring;80;320;1;7;7000;43952287425,15
unevenstring;80;320;1;8;7000;43690666666,67
unevenstring;80;320;1;9;7000;43952287425,15
unevenstring;80;320;1;10;7000;41469107344,63
unevenstring;80;320;1;11;7000;45030871165,64
unevenstring;80;320;1;12;7000;44485042424,24
unevenstring;80;320;1;13;7000;44217060240,96
unevenstring;80;320;1;14;7000;44756292682,93
unevenstring;80;320;1;15;7000;43952287425,15
unevenstring;80;320;1;16;7000;42924163742,69
